,smiles
3339,COc1cccc(Nc2ncnc3[nH]cnc23)c1
3340,NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1O
3341,CC(CCC(=O)[O-])[N+](C)(C)C
3342,COc1ccc(OC)c2c(C)cc(=O)[nH]c12
3343,Oc1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1
3344,CCc1[nH+]c(N)nc(N)c1C#CCc1cc(OC)ccc1OC
3345,C=C1CC23C=CC(=O)C(C)(CCC(=O)Nc4c(O)ccc(C(=O)[O-])c4O)C2CC1CC3
3346,Nc1ccccc1Nc1ccc(C(=O)c2ccccc2)cc1
3347,C=CC[NH+](Cc1ccccc1C(=O)NCc1ccccc1)Cc1ccc2c(c1C(=O)[O-])OCO2
3348,NC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(C(F)(F)F)cc2)C2C[NH2+]CC2[NH2+]Cc2cccc(O)c2)cc1
3349,C[NH+]1CCN(C(=O)N2Cc3c(NC(=O)c4cccc(Oc5ccccc5)c4)n[nH]c3C2(C)C)C(Cc2ccccc2)C1
3350,Nc1ncnc2c1ncn2C1OC(C(=O)NCC[NH3+])C(O)C1O
3351,O=C(Nc1cc(C2CC2)[nH]n1)c1ccccc1
3352,Nc1nc(=O)n(C2OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C2O)cc1[N+](=O)[O-]
3353,Cc1[nH+]cc(COP(=O)([O-])[O-])c(CNC(CCCC(=O)[O-])C(=O)[O-])c1O
3354,NC(=[NH2+])N1CCCC(CNC(=O)CC(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(CC(=O)[O-])C2CC2)C1
3355,Nc1ncnc2c1ncn2C1OC(C(=O)NCCO)C(O)C1O
3356,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Oc2ccncc2)cc1
3357,CC(C)c1nc2c(OCC3CCCCC3)nc(N)nc2[nH]1
3358,CNc1ncnc2[nH]cnc12
3359,O=P([O-])([O-])OCC1OC(n2cnc3c(-c4ccc5ccccc5c4)ncnc32)C(O)C1O
3360,Cc1cn(C2CC(O)C(COP(=O)([O-])CP(=O)([O-])NP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
3361,NS(=O)(=O)c1cccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)c1
3362,N#Cc1c(N2CCCC([NH3+])C2)n(Cc2ccccc2)c2c(=O)n(Cc3ccnc4ccccc34)cnc12
3363,COc1cc(/C=C/CO)ccc1O
3364,CP(=O)([O-])C(C(=O)N/C=C/c1ccc(F)c(F)c1)c1csc2ccc(Cl)cc12
3365,O=C(NC(=O)c1cc2ccccc2[nH]1)NC1OC(CO)C(O)C(O)C1O
3366,Cc1nc2c(N)ncnc2n1C1OC(C[NH+](C)C)C(O)C1O
3367,CC(=O)N1CCCC1C(=O)[O-]
3368,[NH3+]C(Cc1ccc2ccccc2c1)C(=O)[O-]
3369,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21
3370,CC(=O)NC(CCC(=O)C(=O)[O-])C(O)C(O)C(O)CO
3371,CCCC1=NC2C(OC(CO)C(O)C2O)S1
3372,CCCCNS(=O)(=O)c1ccccc1
3373,CC(=O)NC1OC(CO)C(O)C(O)C1O
3374,CCC[NH+](Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(S(=O)(=O)CC)cc2)cc1
3375,CCCC[NH+]1CC(O)C(O)C(O)C1CO
3376,Nc1ccc(CC(=O)N(Cc2ccc(N)cc2)CC2C[NH2+]CC=C(COC(=O)c3ccc(Br)cc3)C2)cc1
3377,NC(=O)NC(CC(=O)[O-])C(=O)[O-]
3378,O=C([O-])c1ccc[n+](C2OC(COP(=O)([O-])[O-])C(O)C2O)c1
3379,O=C(CC[NH+]1CCCCCC1)Nc1ccc2cc3ccc(NC(=O)CC[NH+]4CCCCCC4)cc3[nH+]c2c1
3380,O=C([O-])c1ccc2cc(C(=O)[O-])ccc2c1
3381,Nc1ncnc2c1ncn2C1OC(CSCC[NH3+])C(O)C1O
3382,CCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O
3383,Nc1nc2ncc(C(O)C(O)CO)nc2c(=O)[nH]1
3384,O=C(Nc1ccc2c(c1)CC[NH2+]CC2)c1ccc(Br)cc1
3385,NC(=O)C([NH3+])Cc1ccccc1
3386,O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C(O)C2F)c([N+](=O)[O-])c1
3387,CNC(=O)C(NC(=O)C(CC(C)C)CN([O-])C=O)C(C)(C)C
3388,O=C([O-])c1cccnc1Nc1cccc(C(F)(F)F)c1
3389,C[NH+](Cc1ccccc1C(=O)NCc1ccco1)Cc1ccc2c(c1C(=O)[O-])OCC(CCC(=O)[O-])O2
3390,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1
3391,CC[NH+]1CC[NH+](Cc2ccc(NC(=O)c3ccc(C)c(Oc4ccnc5[nH]ccc45)c3)cc2C(F)(F)F)CC1
3392,O=[N+]([O-])c1ccc(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)cc1
3393,O=C(CO)NC1C(O)CC(O)(C(=O)[O-])OC1C(O)C(O)CO
3394,CC1=NC2C(O1)OC(CO)C(O)C2O
3395,CC1=NC2C(OC(CO)C(O)C2O)S1
3396,O=C1COc2c(CC[NH2+]CCN(C(=O)CC[NH2+]CCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1
3397,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1cc2cc(C(=O)NN3CCOCC3)cc(-c3ccccc3)c2o1
3398,COc1ccc(S(=O)(=O)N(CCO)CC(=O)N[O-])cc1
3399,CCNC1=NC2C(OC(CO)C(O)C2O)S1
3400,O=C([O-])c1ccc(NC(=O)c2cccc(CC3CCCCC3)n2)c(Cc2ccccc2)c1
3401,NC(=O)c1ccc(C[NH2+]C2C[NH2+]CC2N(Cc2ccc(C(F)(F)F)cc2)S(=O)(=O)c2ccc(C(N)=O)cc2)cc1
3402,O=C([O-])CNC(=O)c1nc(-c2cccc3ccccc23)ccc1[O-]
3403,O=C1NC(c2ccc(Cl)cc2)Nc2ccccc21
3404,Cc1ccc(OC(=O)N(CC(=O)[O-])Cc2cccc(OCc3nc(-c4ccc(Cl)cc4)oc3C)c2)cc1
3405,O=C([O-])Cc1cccc2ccccc12
3406,CC(=O)NC1C(O)OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C1O
3407,CC(=O)NC(CCC(=O)[O-])C(=O)[O-]
3408,Cc1cnc(NCC(F)(F)c2ccccc2)c(=O)n1CC(=O)NCCONC(=N)N
3409,CCCCC(N)P(=O)([O-])[O-]
3410,CCCCCC(C)NC=O
3411,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])[O-])C(O)C2O)c1
3412,CC1CCC(C(=O)N(c2cc(-c3ccccc3)sc2C(=O)[O-])C(C)C)CC1
3413,CCCCCCCCC[NH+]1CC(O)C(O)C(O)C1CO
3414,CP(=O)([O-])NC1C(O)OC(COP(=O)([O-])[O-])C(O)C1O
3415,Cc1cc(NCCc2ccc(Cl)cc2)c2nncn2n1
3416,NC(=O)c1ccc[n+](C2OC(CO)C(O)C2O)c1
3417,CC(=O)NC1C[NH2+]C(CO)C(O)C1O
3418,COc1cncc(-c2cnc(NC3CC[NH2+]CC3)c3[nH]c(=O)c(C)cc23)c1
3419,O=C([O-])CCCCP(=O)([O-])Oc1ccc([N+](=O)[O-])cc1
3420,O=C([O-])CCC(=O)NC(C(=O)[O-])c1ccccc1
3421,C(=N/c1ccc(Cc2ccc(/N=C/c3ccccn3)cc2)cc1)\c1ccccn1
3422,O=[N+]([O-])c1ccc(O)cc1
3423,COc1ccc2cc(C(C)C(=O)[O-])ccc2c1
3424,O=C([O-])c1ccc(-c2cc3cccnc3c(-c3cccc([N+](=O)[O-])c3)n2)cc1
3425,O=S(=O)([O-])OC(C(O)C[S+]1CC(O)C(O)C1CO)C(O)C(O)C(O)CO
3426,N=C(NCCCC([NH3+])C(=O)[O-])N[N+](=O)[O-]
3427,Cc1cc2c(cc1S(=O)(=O)N1CC[NH+](C)CC1)S(=O)(=O)NC(C1CCCC1)N2
3428,Cc1cc2c(cc1S(=O)(=O)N1CC[NH+](C)CC1)S(=O)(=O)NC(C1CCCC1)C2
3429,CC(C)c1cnn2c(NCc3ccccc3)cc(NC(CO)C(O)CO)nc12
3430,COc1ccc(-c2c(C(=O)NS(=O)(=O)c3ccccc3)n(Cc3cccc(C(F)(F)F)c3)c3ccccc23)cc1
3431,[NH3+]CCCCC(NC(=O)CCC(=O)[O-])C(=O)[O-]
3432,Cc1nc(N)c(CN)c[nH+]1
3433,NC(=O)CC([NH3+])C(=O)NS(=O)(=O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
3434,O=C([O-])CN(CC(=O)[O-])CC(=O)[O-]
3435,O=C([O-])c1cccnc1C(=O)[O-]
3436,NC(=O)c1cccc2[nH]c(-c3ccc(O)cc3)nc12
3437,Nc1cc(=O)[nH]c(=O)n1C1OC(COP(=O)([O-])[O-])C(O)C1O
3438,COc1ccc(C2=NC(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1
3439,CNS(=O)(=O)c1ccc(-c2cccc3ncc(-c4cc(OC)c(OC)c(OC)c4)nc23)cc1
3440,CCCCC(CN([O-])C=O)C(=O)N1CCCC1c1nc2ccccc2o1
3441,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
3442,O=C([O-])Cc1noc2ccccc12
3443,O=C(c1cccc(Cl)c1)C1C[NH2+]CC1c1ccc2c(=O)[nH]cnc2c1
3444,CC(=O)N1C(=O)NC2C(CCCCC(=O)[O-])SCC21
3445,CCNc1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
3446,O=C([O-])c1ccccc1SCc1ccc(Cl)c(Cl)c1
3447,O=C([O-])CC(NC(=O)OCc1ccccc1)C(=O)[O-]
3448,C/C(=N\NC(=N)N)c1ccc(NC(=O)c2c[nH]c3ccccc23)cc1
3449,O=C([O-])c1ccc(C#CCCO)cc1SCc1ccc(Cl)c(Cl)c1
3450,[NH3+]C1CN(c2cc(-c3ccccc3)ncn2)CC1N1CCCCC1=O
3451,C=C1C(O)CC(=C/C=C2\CCCC3(C)C2CCC3C(C)/C=C/C(O)C23CC4CC(CC(C4)C2)C3)CC1O
3452,Cc1cccc2c(=O)[nH]c(-c3ccccc3)c(C)c12
3453,O=C([O-])c1c(Sc2ccccc2)c2cc(Cl)ccc2n1Cc1ccc(Cl)cc1
3454,[NH3+]CCCCCC(=O)NC1Cc2ccccc2C1Cc1ccc2c(c1C(=O)[O-])OCO2
3455,COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1
3456,NC(=[NH2+])c1ccc(/C=N/OCC(=O)[O-])cc1
3457,CC(C)(O/N=C/c1ccc(C(N)=[NH2+])cc1)C(=O)[O-]
3458,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCC[NH2+]1
3459,C=C1/C(=C\C=C2/CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)C(CCCO)C1O
3460,Nc1nc(NC2CCCCC2)sc1C(=O)c1ccc2ccccc2c1
3461,O=C(NC1CC1)c1ccc(-c2cnc3c(NCc4cccs4)nccn23)cc1
3462,C=CC[NH+](Cc1ccccc1C(=O)NC(c1ccc(OC)cc1)c1ccc(OC)cc1)Cc1ccc2c(c1C(=O)[O-])OCO2
3463,Cn1cc(-c2ccc(Nc3ccc(C#N)c(NC4CCCCC4)n3)cc2OCC#N)cn1
3464,C=CC[NH+](Cc1ccccc1C(=O)NCC1CCCCC1)Cc1ccc2c(c1C(=O)[O-])OCC(CCC(=O)[O-])O2
3465,C=CC[NH+](Cc1ccccc1C(=O)NC(CCC)c1ccc(OC)cc1)Cc1ccc2c(c1C(=O)[O-])OCO2
3466,O=C([O-])Cc1ccc(NC(=O)C(Cc2ccccc2)NC(=O)CCc2cc(Cl)ccc2-n2cnnn2)cc1
3467,[NH3+]CCCCCC(=O)NC1Cc2ccccc2C1Cc1ccc2c(c1C(=O)[O-])OCC(CCC(=O)[O-])O2
3468,Cc1nc2cc(OC(F)(F)F)ccc2n1-c1ccc(C(=O)NC2CC2)s1
3469,Cc1ccc(-n2nc3ccc(NC(=O)COc4ccccc4C)cc3n2)cc1
3470,[N-]=[N+]=NCC(=O)N1CCC(c2nc(-c3cccs3)no2)CC1
3471,Nc1ncc(C(=O)c2cccc(Br)c2)o1
3472,Nc1ncc(C(=O)N(Cc2ccccc2)Cc2ccccc2)o1
3473,Cc1c(-c2ccccc2)ccc2nc(N)nc(N)c12
3474,CC1(C)SC(C(NC(=O)C([NH3+])c2ccccc2)C(=O)[O-])[NH2+]C1C(=O)[O-]
3475,O=C([O-])C(O)(O)C(F)(F)C(=O)[O-]
3476,Nc1nc(N)c2cc(CNc3cc(Cl)ccc3Cl)cnc2[nH+]1
3477,O=C(NC1OC(CO)C(O)C(O)C1O)c1ccccc1
3478,O=C([O-])Cc1ccc2c(c1O)C(=O)c1c(O)cccc1C2=O
3479,Cc1nnc(-c2cnn(C)c2N)n1CCCn1ccnc1
3480,CC(=O)NC1/C(=N/OC(=O)Nc2ccccc2)OC(CO)C(O)C1O
3481,O=C([O-])CCC(CSc1ccc(Cc2ccccc2)cc1)NC(=O)CCCCCCc1ccccc1
3482,CC(=O)OCC(N)C(=O)[O-]
3483,C[NH+]1C2CCC1C(C(=O)[O-])C(OC(=O)c1cccc(O)c1)C2
3484,Nc1nc(OCc2ccccc2)c2[nH]cnc2n1
3485,O=S([O-])c1ccccc1-c1ccccc1O
3486,CCCCCCCC(=O)[O-]
3487,[NH3+]C(CS(=O)(=O)[O-])C(=O)[O-]
3488,CC(C)C(OC(=O)C(C[S-])NC(=O)CCCC([NH3+])C(=O)[O-])C(=O)[O-]
3489,NC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21
3490,CCCCC/C=C\C=C\CCCCCCCCC(=O)[O-]
3491,CCOc1cc(-c2c(C)noc2C)cc(C(C)O)c1
3492,CC(C)c1cc(Oc2c(Br)cc(CCC(=O)[O-])cc2Br)ccc1O
3493,CCCCCCCC[NH2+]C1C=C(CO)C(O)C(O)C1O
3494,Cc1[nH]ncc1-c1cnc(N)c(OC(C)c2cc(F)ccc2-n2nccn2)c1
3495,O=C([O-])CNC(=O)C(=O)[O-]
3496,CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O
3497,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCC[NH+](C)C)cc1)c1ccccc1
3498,CC(=O)NC(CCCNC(N)=O)C(=O)[O-]
3499,O=C1CSC(c2nc3ccc(O)cc3s2)=N1
3500,COc1ccc(CNC(=O)c2ccccc2C[NH2+]Cc2ccc3c(c2C(=O)[O-])OCO3)cc1
3501,CCC(C)NC(=O)c1ccccc1C[NH+](C)Cc1ccc2c(c1C(=O)[O-])OCO2
3502,CCC/C=C/CC1CC1CCCCCCCCCC(=O)[O-]
3503,O=C([O-])Cc1cc(O)ccc1[O-]
3504,Cc1ccccc1NC(=O)C(C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21
3505,O=C([O-])c1ccc(NC(=O)C(C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3cc(F)c(F)cc32)c(F)c1
3506,O=C([O-])c1cc(=O)[nH]c(=O)n1C1OC(COP(=O)([O-])[O-])C(O)C1O
3507,CCCCCC(O)/C=C/C1C(O)CC(Cl)C1C/C=C\CCCC(=O)[O-]
3508,[NH3+]C(CCCNO)C(=O)[O-]
3509,Oc1ccc(Cl)cc1-c1ccno1
3510,O=C([O-])CNC(=O)c1cccc2c1OCO2
3511,O=C([O-])c1ccc(NC(=O)C(C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3cc(F)c(F)cc32)cc1
3512,O=S(=O)([O-])C1(C[NH2+]C2CCCCC2)CC(O)C(O)C1
3513,O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccccc3)c(O)ccc2c1
3514,Cc1noc(C)c1S(=O)(=O)NC(C)c1ccc(-c2cc(F)cnc2Cl)cc1
3515,Cc1noc(C)c1-c1ccc(C(C)NS(=O)(=O)c2c(C)noc2C)cc1
3516,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1
3517,C[NH+](C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12
3518,O=C1NC(C(=O)[O-])=CC(C(=O)[O-])N1
3519,O=C(/C=C/c1cc(Cl)ccc1-n1cnnn1)NC(Cc1ccccc1)C(=O)Nc1ccc(-c2nnn[n-]2)cc1
3520,[NH3+]CC(O)c1ccc(O)cc1
3521,[NH3+]CC(O)c1ccc([O-])cc1
3522,CS(=O)(=O)N1CC(C(=O)Nc2ccc(Cl)c(F)c2)C(C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C1
3523,CCCCCCCCCCC#CCOCc1ccc(CCC(=O)O)cc1
3524,[NH-]S(=O)(=O)c1ccc(NC(=O)Cc2ccccc2)cc1
3525,O=C(NC/C=C/C1OCC(O)C1O)c1cc([N+](=O)[O-])cc(O)c1[O-]
3526,O=C(NC/C=C/C1OC(n2ccc(=O)cc2)C(O)C1O)c1cc([N+](=O)[O-])cc(O)c1[O-]
3527,CC(C)C(CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1
3528,OCCOCCCOCCCOCCO
3529,Cc1ccc(Oc2ccc(NC(=O)c3ccccc3C(=O)[O-])cc2)cc1C
3530,[NH3+]C(CCCCC(=O)[O-])C(=O)[O-]
3531,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21
3532,O=c1[nH]cnc2c(C3OC(CO)C4OC(CP(=O)([O-])[O-])OC34)c[nH]c12
3533,CCCCCCc1ccc(Oc2ccccc2N)c(O)c1
3534,Nc1nc2c([nH+]cn2C2OC(CO)C3OC(CP(=O)([O-])[O-])OC32)c(=O)[nH]1
3535,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
3536,CCOP(=O)([O-])OP(=O)([O-])[O-]
3537,CCCCCC(O)/C=C/C1C(O)CC(=O)C1C/C=C\CCCC(=O)[O-]
3538,Nc1nc2c([nH+]cn2C2OC(CO)C3OC(P(=O)([O-])[O-])OC32)c(=O)[nH]1
3539,O=P([O-])([O-])C(O)(C[n+]1cccc(-c2ccccc2)c1)P(=O)([O-])[O-]
3540,C[NH+](C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1
3541,O=c1c(Br)c(OCc2ccccc2)ccn1Cc1ccccc1
3542,Cc1ccc(C(=O)NC2CC2)cc1Nc1cc(=O)n(C)c2c1cnn2-c1ccc(F)cc1F
3543,Cc1ncc(COP(=O)([O-])[O-])c(/C=N/CCCCC[NH3+])c1O
3544,COc1ccccc1-c1c[nH]c2ncc(-c3cncc(C(=O)N(C)C)c3)cc12
3545,[NH3+]Cc1cccc(C2CCN(C(=O)c3ccc(C#Cc4ccccc4F)o3)CC2)c1
3546,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CC[NH+](C)CC4)cc3)nc1-2
3547,NC(Cc1ccc(O)cc1)P(=O)([O-])CC(CC(=O)[O-])C(=O)[O-]
3548,CCOCCOCCOCC
3549,O=C1NCCc2[nH]c(-c3ccnc(-c4cnc5ccccc5c4)c3)cc21
3550,CC[NH+](CC)C1CC[NH+](Cc2cc(C#CCOc3ccccc3)cc(I)c2[O-])CC1
3551,NC(Cc1ccccc1)P(=O)([O-])CC(CC(=O)[O-])C(=O)[O-]
3552,CC1=C(O)/C(=C\N=C(/Cc2ccc(O)c(F)c2)C(=O)[O-])C(COP(=O)([O-])[O-])=CN1
3553,O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2c(F)cccc2F)c1
3554,CC[NH+](CC)C1CC[NH+](Cc2cc(C#CCNC(=O)OC(C)(C)C)cc(I)c2[O-])CC1
3555,CC(C)(C)c1cc(C(=O)N2CCNC(=O)CC2)c(NC(=O)Nc2cccc3ccccc23)s1
3556,O=[N+]([O-])/C=C/c1ccccc1O
3557,CCn1c2ccccc2c2cc(C[NH2+]C)ccc21
3558,CC(N)P(=O)([O-])CC(CC(=O)[O-])C(=O)[O-]
3559,CC[NH+](CC)C1CC[NH+](Cc2cc(C#CCNc3ccccc3)cc(I)c2[O-])CC1
3560,[NH3+]C(Cc1ccccc1)C(=O)N1CCCC1C(=O)NCc1cnccc1Cl
3561,CC12CC34CC1CC(O2)C3C(C)(CCC(=O)Nc1c(O)ccc(C(=O)[O-])c1O)C(=O)CC4c1ccccc1
3562,CN1Cc2cc(S(=O)(=O)N3CCOCC3)ccc2N(C)C1=O
3563,O=[N+]([O-])c1ccc(O)c(Cl)c1
3564,O=C([O-])C(O)C(O)C(O)COP(=O)([O-])[O-]
3565,CCCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O
3566,CC(=O)NC(CCCNC(=O)CP(=O)([O-])[O-])C(=O)[O-]
3567,Nc1ccc(C(=O)[O-])cc1
3568,O=C([O-])Cc1ccccc1
3569,CC(C)(CO)C(O)C(=O)[O-]
3570,O=C([O-])CC(NC(=O)CP(=O)([O-])[O-])C(=O)[O-]
3571,O=C(NO)C(O)C(O)C(O)COP(=O)([O-])[O-]
3572,[NH3+]C(CCCNC(=O)CP(=O)([O-])[O-])C(=O)[O-]
3573,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])[O-])C(OP(=O)([O-])[O-])C1O
3574,CC(C)(CO)C(O)C(=O)NCCC(=O)[O-]
3575,CC(C)(COP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)[O-]
3576,COC(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1
3577,COc1ccc(NC(=S)NCCCn2ccnc2)cc1OC
3578,C[N+]1(C)CCCC1C(=O)[O-]
3579,Oc1c(Br)cc(Br)cc1-c1[nH]c(Br)c(Br)c1Br
3580,NC(=[NH2+])c1ccc(N)cc1
3581,O=C([O-])c1ccnc(C(=O)[O-])c1
3582,CCCOCCn1c(=O)c(NCC[NH+]2CCOCC2)nc2ccc(-c3ccc(OC)nc3)nc21
3583,CCCCn1ccc(=O)c2c(N)nc(-c3ccccc3)cc21
3584,O=C([O-])c1cccc(C(=O)[O-])n1
3585,Cc1ncc(COP(=O)([O-])[O-])c(CNC(C)C(=O)[O-])c1O
3586,Cc1[nH+]cc(COP(=O)([O-])[O-])c(CNC(CCC(=O)[O-])C(=O)[O-])c1O
3587,C=C(OP(=O)([O-])[O-])C(=O)[O-]
3588,Cc1nc(N)c(CN(C=O)CCO)c[nH+]1
3589,COc1ccc(-c2nc(-c3cccs3)[nH]c2-c2ccc(OC)cc2)cc1
3590,c1ccc2nc(COc3ccc(-c4n[nH]cc4Cc4ccncc4)cc3)ccc2c1
3591,c1ccc2nc(COc3ccc(-c4n[nH]cc4-c4ccncc4)cc3)ccc2c1
3592,Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1
3593,Cc1cc(-n2ncc(=O)[n-]c2=O)cc(C)c1Oc1ccc(O)c(C(C)C)c1
3594,OCc1c(F)c(F)c(F)c(F)c1F
3595,CCOc1cc2ncnc(Nc3cccc(-c4csc(CO)n4)c3)c2cc1OCC
3596,[NH3+]C(Cc1ccc(F)cc1)C(=O)[O-]
3597,COc1cc2ncnc(N3CCC(Oc4ccc5ccccc5c4)C3)c2cc1OC
3598,COc1cc2ncnc(N3CCC(Oc4cnc5ccccc5n4)C3)c2cc1OC
3599,COc1cc2cncnc2cc1OCCc1ccc2ccccc2n1
3600,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CC[NH+](Cc3ccon3)CC2)n1
3601,COc1ccc(-c2oc3ncnc(NCCO)c3c2-c2ccc(OC)cc2)cc1
3602,OCCNc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12
3603,COc1cc2ncnc(N3CCCC(c4ccccc4)C3)c2cc1OCCc1ccccn1
3604,O=C(c1ccc(O)cc1O)N1Cc2ccccc2C1
3605,NC(=O)c1[nH]nc(C2OC(COP(=O)([O-])[O-])C(O)C2O)c1[O-]
3606,COc1cc2ncnc(N3CCCC(c4ccccc4)C3)c2cc1OCCc1ccc2ccccc2n1
3607,O=C(COP(=O)([O-])[O-])N[O-]
3608,OCC1C(O)C(O)C(O)c2[nH+]c(CCc3ccccc3)cn21
3609,[NH3+]C(Cc1ccccc1)P(=O)([O-])CC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)[O-]
3610,Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2
3611,O=C([O-])c1ccc(O)cc1
3612,[NH3+]C(Cc1ccccc1)C(=O)[O-]
3613,O=C([O-])c1ccccc1C(=O)[O-]
3614,CC(C)(C)NC(=O)C1CCCC[NH+]1CC(O)C1Cc2ccc(cc2)OCCCC(=O)NC(CC(N)=O)C(=O)N1
3615,CCC(C)C1NC(=O)C([NH2+]CC(O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)Cc2ccc(cc2)OCCCNC1=O
3616,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1
3617,O=C1CCN(c2ncc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)n2)CC1
3618,Cc1[nH+]cc(COP(=O)([O-])[O-])c(C[NH2+]C(CCCC([NH3+])C(=O)[O-])C(=O)[O-])c1[O-]
3619,Cc1[nH+]cc(COP(=O)([O-])[O-])c(CNCC(=O)[O-])c1O
3620,Cc1[nH+]cc(COP(=O)([O-])[O-])c(CNC(CC(=O)[O-])CC(C)C)c1O
3621,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
3622,Cc1ncc(COP(=O)([O-])[O-])c(C)c1O
3623,CC(C)CC(N)P(=O)([O-])[O-]
3624,[NH3+]Cc1cccc(C2CCN(C(=O)c3cncc(CCc4ccccc4)c3)CC2)c1
3625,Nc1nc2ncc(COP(=O)([O-])[O-])nc2c(=O)[nH]1
3626,COc1ccc2c(c1)[nH+]cn2C1OC(COP(=O)([O-])[O-])C(O)C1O
3627,O=S(=O)([O-])Cc1ccccc1
3628,CC(C)(C)OC(=O)NC(Cc1ccccc1)CN([O-])C=O
3629,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-]
3630,CC(C)(COP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS
3631,NC(=[NH2+])c1ccc(OCCCCCOc2ccc(C(N)=[NH2+])cc2)cc1
3632,O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1
3633,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
3634,NC(=O)COc1ccccc1
3635,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21
3636,C=CC1=C(C)c2cc3[n-]c(cc4nc(cc5[n-]c(cc1n2)c(C)c5CCC(=O)[O-])C(CCC(=O)[O-])=C4C)c(C)c3C=C
3637,Cc1[nH+]cc(COP(=O)([O-])[O-])c(C/N=C(\C=C\OCC[NH3+])C(=O)[O-])c1O
3638,O=C([O-])C(=O)CP(=O)([O-])[O-]
3639,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OS(=O)(=O)[O-])C(OP(=O)([O-])[O-])C1O
3640,O=C([O-])C(=O)Cc1ccccc1
